Breastfeeding children age group 6 to 23 months receiving an adequate diet (%),Deaths in the last 3 years registered with the civil authority (%),Population and household profile-households with any usual member covered under a health insurance or financing scheme (%),Married women age group 15 to 49 years using injectables as one of the family planning methods (%),Institutional births in public facility (%),Men age group 15 years and above who use any kind of tobacco (%),Elevated blood pressure or taking medicine to control blood pressure (%),Mothers who consumed iron folic acid for 100 days or more when they were pregnant (%),Mothers who had an antenatal check-up in the first trimester (%),Population living in households with electricity (%),Pregnant women age group 15 to 49 years who are anaemic (%),"Population and household profile-sex ratio of the total population (females per 1,000 males)",Women age 15 years and above who use any kind of tobacco (%),Women age group 15 to 24 years who use hygienic methods of protection during their menstrual period (%),Women registered for Ante Natal Care(ANC),Women discharged under 48 hours of delivery in public facilities,Women received first post partum check up within 48 hours of delivery,Women received post partum check up within 48 hours of delivery (to total reported deliveries) (%),Reported live births (to reported births) (%),Newborns having weight less than 25 kg (to newborns weighed at birth) (%),Complicated pregnancies treated with blood transfusion (to total women with obstetric complications) (%),Pregnant women given 360 calcium tablets to total Ante Natal Care (ANC) registrations (%),Pregnant women given one Albendazole tablet after first trimester (%),Facility based maternal death reviews done,Medical Termination of Pregnancies conducted at public institutions (to total abortions) (%),Emergency pills distributed,Newborns given Hep-B0 (Birth Dose) at birth (to total reports live births) (%),Immunization dropout between Bacillus Calmette Guerin (BCG) and measles vaccine (%),Children in In-patient Department (IPD) (to total patients in IPD) (%),Number of In-patient Department (IPD) deaths (to total patients in IPD) (%),Number of patients in In-patient Department (IPD) (to number of patients in Out-patients Department (OPD)) (%),"Patients given Ayurveda, Yoga and Naturopathy, Unani, Siddha, and Homoeopathy (AYUSH) treatment in Out-Patient Department (OPD) (to total number of patients in OPD) (%)",Deaths due to Sepsis (to total reported infant deaths) (%),IMR,srcStateName,srcDistrictName,IMR_capped
-0.16840083660065355,0.5029026686867692,1.106856979058979,-0.3215536402982116,0.4975733072651997,0.5750995010167015,1.9070137064799804,0.40024439484330177,-0.09403219501887386,0.5483414862524166,0.01358583776943009,0.22279258340610555,1.0173989768793494,-1.0066713947361507,-0.41075011597674593,-0.6270384363908901,0.15350684383362373,2.6926321446290937,-1.6373789509020205,-0.007940305444440087,0.9842174814660863,1.1772452734866385,1.3695598703323468,0.6105182807675642,-0.6741501111623618,-0.14987021631276956,0.22558679981952734,-0.19418670072456276,0.47198730360569824,0.3607873729463433,3.461007941670097,0.40312361027907606,0.2906159396815072,29.399987679418473,chhattisgarh,surguja,29.399987679418473
1.7210565500586774,-0.6110600704570287,-0.3630938322943388,-0.594460738947677,-0.299580185526222,1.964060973888368,0.5391991639278831,-0.5622680149315423,-0.7486904101777742,-0.10841398961895081,0.33746699561474974,-0.4987467069193787,1.12330663800383,0.9892853425857401,-1.0859360846134523,-0.6194060439169979,-0.5495701201978171,-0.40617077652151407,-1.378378896919036,-0.5830946041591252,-0.13155362581378802,-0.928134443581402,-1.220592056486719,-0.32290795578070314,0.42582488283329867,-0.4578608970373565,0.9821551572848527,0.6663304090489008,-0.6596295722587098,0.5980139507978418,-0.579992674284897,0.0883716832597917,-0.3276713486260714,3.274394237066143,arunachal pradesh,lohit,3.274394237066143
-1.1063329206257893,1.2748187576370362,1.0982607754838138,-0.4125226731813667,1.6135881971731902,2.3700650967277785,-0.69765441178412,1.3120982567352593,0.6201404033362893,0.7125303552202593,-1.5901482825291682,-1.006496577889164,4.496058307660358,1.1223491250738662,-1.0524787270837863,-0.6062495072399742,-0.5454751560453935,-0.46164765588654527,0.8490215673345727,-1.1406421386274423,0.004268529846892924,-1.2324319920216358,-1.12037784503241,-0.30809166631168305,-1.1564569484340552,-0.6156468919316449,-0.03523927775413506,0.44968613669396196,2.2367707647751915,1.4994749466335362,0.967916036233457,-0.5041025323059196,-0.36175017554066236,26.502087493192956,mizoram,champhai,26.502087493192956
0.14424319140772482,1.0483284081845632,0.8360765664412626,-0.594460738947677,1.5645325976167954,2.348696458683599,-0.9741275640020974,1.2522290637827571,0.441597253747498,0.5483414862524166,-0.14313085151056323,-0.5121085456291099,4.1701885811234956,1.002591720834553,-1.0921256514185695,-0.6498288670646796,-0.5527731119606037,-0.42390281902846094,1.2634216537073344,-1.6336315375257437,-0.22063233292498785,-1.7590576385842553,-1.4312988600573178,-0.32290795578070314,-0.9790416268218519,-0.6566671891885899,-0.5344362076798868,-0.46082580516141103,0.9569659646904453,1.404584315492937,0.48847528518794936,-0.4609012874209198,0.36364199735563063,13.659915214319359,mizoram,serchhip,13.659915214319359
-0.4674516459999723,0.41045762809392294,0.16127458579076306,-0.04864654164874616,1.5584006476722454,0.0622521879563941,-0.9013714713131561,0.6903797145361973,0.9623481067148048,0.31378595915549945,0.4628403470387443,-1.500884610149218,-0.44901479253653276,-1.9846901960238772,-0.19964864411053154,-0.48231653294362886,-0.4004080101308273,-0.4269224059771077,-0.49777871337689783,0.7315437929030115,-0.05711343639779937,1.1368219829189325,1.1331571151067974,-0.21919392949756233,-0.23521146361809603,-0.46855595803834216,0.8526057810065435,-1.6622167700387995,0.4136102425492014,0.40823268851664285,2.118573838742676,-0.21403703093520676,0.6557462280521245,34.68178826388537,madhya pradesh,guna,34.68178826388537
-0.4810448646090322,0.2764123192342962,1.0080006379445747,-0.3215536402982116,-1.6854008729943857,-1.5546414240531872,1.6887454284131564,0.4324816525869569,1.393827384887717,0.6656192498008752,-0.49835534721188124,1.9731934543808916,-0.24534621345099356,0.9360598295904898,-0.5600179928113249,-0.4896019984868895,-0.4432632290329225,2.721767946356994,1.4706216968937045,-0.2485660834781349,0.9646717334071399,1.6443588533801348,-0.30838577273595674,-0.32290795578070314,-1.6808177878656783,1.5238391400819857,0.47950357732501364,0.6557254446678898,-0.41714024171633607,0.40823268851664285,-0.8539588177394728,-0.8126828529130609,-0.7609592908258705,1.5004481858217391,telangana,karim nagar,1.5004481858217391
0.8918702149060213,0.040677465722537665,-1.1066654415461632,4.0449599380932355,1.7484910959532773,-0.6642815055457086,-0.6248983190951787,-1.2070131698046438,1.4384631722849142,0.5014303808330325,1.5964243994973628,-0.5922795778874971,-0.783031262236817,-0.24820783455383177,-1.062197588428211,-0.6699506290413041,-0.5075663294858298,-0.008838106651177726,1.315221664503949,-0.6593905825600528,0.02131907602597411,-0.32403082343067874,-1.1075298692049342,-0.32290795578070314,-1.800408856507978,-0.6524703930995954,0.7351476798475433,-1.1304535560766766,1.7697542763232144,-0.25600172946755295,0.48847528518794936,-0.8435408849737752,2.04324132386047,16.300169152698757,ladakh,kargil,16.300169152698757
-0.6985363623539911,0.5352584328942657,2.361902701033157,0.5881366885333399,1.4848172483376534,0.09074370534863332,-1.1487421864555567,-0.05107721356786908,-0.15354657821513834,0.26687485373611536,-0.3364147682892214,-0.28495728756367966,-0.5712159399878562,0.5036025365040802,1.5914683345880032,-0.21883887247252262,-0.29199282059042747,-0.5065238576659017,-1.7927789832917758,1.41820759851136,-0.16349220987606694,0.08469355897613044,0.05392714559885313,0.2401110440420613,-0.9764132516868561,0.6404135633486704,-0.1613340039983562,-2.059145436870925,0.13070602358309918,-0.6830095696002503,-0.3882163738666941,-0.9669730132166316,0.017985324364779565,40.71663747451037,rajasthan,udaipur,37.781636137288096
-0.6577567065268113,0.012943953544684026,1.9406887258500427,-0.5034917060645219,1.6626437967295853,-0.24403162401017883,-0.8286153786242147,-1.3267515557096483,0.2556148062591741,0.008863773929507775,0.5255270227507418,0.24951626082556794,-0.7178573169294445,-0.7006246950134611,-0.5438169347125442,-0.5914650826576797,-0.4347894913313729,-0.12428912253879908,-1.9481790156815753,1.3243048558640649,-0.18295478453901817,0.13297693382089049,0.21452684344229736,-0.14511248215246172,-1.5664834694933696,-0.47268506386783665,0.5019588025465868,-1.6213119074263282,0.0049708151537209274,-0.39833767617845195,0.7898380429879822,-0.9052569490952033,0.13969542048831862,21.218883459659114,rajasthan,pratapgarh,21.218883459659114
0.8782769962969617,0.4844136605682004,-0.0622267071635427,-0.4125226731813667,1.3437823996130165,-0.521823918584512,-0.057400796121436254,0.9298564863462064,0.6350189991353554,0.47797482812334213,0.8128409530973962,-0.378490158531798,-0.6200963989683856,-1.232879824965965,-0.055923001163056055,-0.6287730710440472,-0.5259733960719709,-0.512016936051206,-1.1193788429360738,1.242139956047681,-0.12257089904627205,0.739326292336486,1.0445060818972158,0.25492733351108143,0.3903418185108578,-0.353144065590997,1.0633394330859263,-1.0486438308517345,-1.1311366038688797,0.17100611066514435,1.447356787278965,-0.9176001619194888,0.5924569780678843,26.10864983440148,madhya pradesh,ratlam,26.10864983440148
